,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
39,6196491,Assassin's Creed Syndicate,Free Lives,"Brace Yourself Games, Klei Entertainment",,7200,5663,0,"2,000,000 .. 5,000,000",0,0,0,0,22,8,0,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian",Action,119,"{'Multiplayer': 2727, 'Open World': 2708, 'Open World Survival Craft': 2688, 'Space': 2659, 'Survival': 2654, 'Exploration': 2298, 'Base-Building': 2008, 'Co-op': 1963, 'Sandbox': 1937, 'Adventure': 1695, 'Building': 1637, 'Crafting': 1583, 'Sci-fi': 1100, 'Automation': 1008, 'Singleplayer': 990, 'Colorful': 981, 'Third Person': 976, 'Atmospheric': 965, 'Simulation': 959, 'Indie': 922}"
40,1977639,"Warhammer 40,000: Dawn of War - Game of the Year Edition",Valve,Valve,,73939,627,0,"1,000,000 .. 2,000,000",0,0,0,0,3845,8339,0,"English, French, Italian, German, Spanish - Spain","Animation & Modeling, Video Production",2086,"{'Platformer': 665, 'Comedy': 585, 'Adventure': 507, 'Cult Classic': 478, 'Singleplayer': 434, 'Action': 385, 'Funny': 348, 'Third Person': 308, '3D Platformer': 292, 'Classic': 262, 'Story Rich': 208, 'Psychological': 186, 'Great Soundtrack': 147, 'Surreal': 110, 'Cartoony': 103, 'Collectathon': 97, 'Exploration': 90, 'Action-Adventure': 63, '3D': 55, '3D Vision': 28}"
41,3930420,Kingdom Two Crowns,Crazy Rocks Studios,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",,4174,658,0,"1,000,000 .. 2,000,000",0,0,0,0,416,1581,90,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Adventure",10,"{'Free to Play': 1927, 'Multiplayer': 1588, 'Horror': 1578, 'First-Person': 1084, 'Co-op': 1068, 'Survival Horror': 970, 'Shooter': 835, 'Online Co-Op': 802, 'Action': 748, 'FPS': 713, 'Memes': 637, 'Sci-fi': 627, 'Survival': 621, 'Psychological Horror': 517, 'Atmospheric': 508, 'Strategy': 394, 'Difficult': 332, 'Indie': 300, 'Adventure': 299, 'Fantasy': 259}"
42,16294760,Mafia II (Classic),"M2H, Blackmill Games",Frontier Developments,,920,46,0,"2,000,000 .. 5,000,000",0,0,0,0,1022,1653,0,English,"Action, Indie, Simulation, Strategy",668,"{'Atmospheric': 1378, 'Open World': 1345, 'Post-apocalyptic': 1250, 'FPS': 1100, 'Survival': 1070, 'Action': 759, 'Singleplayer': 629, 'RPG': 568, 'Shooter': 555, 'Survival Horror': 532, 'First-Person': 517, 'Moddable': 471, 'Horror': 450, 'Zombies': 377, 'Classic': 368, 'Adventure': 362, 'Sci-fi': 358, 'Multiplayer': 309, 'Immersive': 219, 'Sandbox': 215}"
43,12635222,Mafia II: Definitive Edition,Those Awesome Guys,Bandai Namco Entertainment,,221791,24402,0,"5,000,000 .. 10,000,000",0,0,0,0,363,256,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Arabic",Simulation,31291,"{'Detective': 175, 'Puzzle': 120, 'Indie': 112, 'Mystery': 106, 'RPG': 102, 'Simulation': 98, 'Story Rich': 80, 'Horror': 41, 'Singleplayer': 38, 'Atmospheric': 32, 'Point & Click': 25, 'Investigation': 22, '2D': 21, 'Top-Down': 17, 'Short': 12, 'Multiplayer': 8, 'Crime': 7}"
44,9016180,The Elder Scrolls: Legends,Piranha Bytes,Facepunch Studios,,344316,49834,0,"2,000,000 .. 5,000,000",0,0,0,0,514,1016,4,"English, French, Italian, German, Spanish - Spain, Russian, Polish",Action,5047,"{'Fighting': 1219, 'Action': 653, 'Multiplayer': 600, 'Competitive': 485, 'Arcade': 457, 'Local Multiplayer': 362, 'Controller': 289, 'Great Soundtrack': 237, 'Singleplayer': 233, '3D Fighter': 228, 'e-sports': 218, 'Sports': 213, 'Character Customization': 203, 'Difficult': 170, 'Anime': 146, ""Beat 'em up"": 110, 'Story Rich': 109, 'Third Person': 74, '2D Fighter': 53, 'Atmospheric': 42}"
45,957725,Deep Night Runner,Broadsword,Studio Minus,,45736,6862,0,"2,000,000 .. 5,000,000",0,0,0,0,26,8,0,"English, French, Italian, German, Spanish - Spain, Thai, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean","Action, Adventure, RPG",3577,"{'Side Scroller': 690, 'Runner': 683, 'Difficult': 680, 'Rogue-like': 672, 'Abstract': 672, 'Indie': 666, 'Singleplayer': 666}"
46,1859858,Cult of the Lamb,"OMOCAT, LLC",Pixonic,,96448,8921,0,"2,000,000 .. 5,000,000",0,0,0,0,847,1516,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","Action, Indie, Simulation, Strategy",16055,"{'Racing': 610, 'Open World': 531, 'Driving': 444, 'Multiplayer': 418, 'Automobile Sim': 298, 'Online Co-Op': 271, 'Realistic': 237, 'Singleplayer': 234, 'Controller': 174, 'Adventure': 155, 'Arcade': 154, 'PvP': 153, 'Simulation': 148, 'Exploration': 141, 'Sports': 118, 'Action': 118, 'Atmospheric': 115, 'Great Soundtrack': 111, 'First-Person': 103, 'Funny': 74}"
47,15205524,Total War: MEDIEVAL II – Definitive Edition,Tripwire Interactive,Ubisoft,,50845,12425,0,"2,000,000 .. 5,000,000",0,0,0,0,2,0,0,"English, French, German",Action,1561,"{'Action': 159, 'Open World': 146, 'Shooter': 82, 'Third Person': 78, 'Singleplayer': 74, 'Adventure': 65, 'Sandbox': 62, 'Third-Person Shooter': 53, 'Classic': 42, 'Multiplayer': 30, 'Controller': 20, 'Atmospheric': 17, 'Great Soundtrack': 14, 'Action RPG': 10, 'Violent': 7, 'Funny': 6, 'RPG': 6}"
48,11414538,POSTAL 2,Colibri Games,Subset Games,,102821,6966,0,"5,000,000 .. 10,000,000",0,0,0,0,279,143,0,English,Strategy,9478,"{'Strategy': 1959, 'Turn-Based Strategy': 128, 'Fantasy': 110, 'Turn-Based': 90, 'RPG': 82, 'Indie': 80, 'Singleplayer': 43, 'Tactical': 39, '4X': 34, 'Hex Grid': 31, 'Difficult': 30, 'Turn-Based Tactics': 13, 'Multiplayer': 11, 'Tactical RPG': 9, 'Adventure': 7, 'Magic': 5}"
49,16154047,BioShock Infinite,Valve,Valve,,23580,2148,0,"1,000,000 .. 2,000,000",0,0,0,0,2,2,1,English,"Action, Adventure",311,"{'Open World': 2021, 'Action': 1566, 'Crime': 1159, 'Classic': 1115, 'Automobile Sim': 1060, 'Third Person': 1055, 'Singleplayer': 1022, 'Multiplayer': 1022, 'Shooter': 856, 'Driving': 834, 'Story Rich': 753, 'Adventure': 678, 'Sandbox': 655, 'Mature': 643, 'Great Soundtrack': 620, 'Third-Person Shooter': 605, 'Moddable': 514, 'Atmospheric': 510, 'Funny': 489, 'Comedy': 382}"
50,5526815,Killing Floor 2,Square Enix,Ubisoft,,27073,2110,0,"1,000,000 .. 2,000,000",0,0,0,0,947,2047,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Strategy,41,"{'Co-op': 1433, 'Funny': 1418, 'Platformer': 1418, 'Comedy': 1399, 'Level Editor': 1390, 'Multiplayer': 1113, 'Local Co-Op': 830, '2D': 803, 'Cats': 800, 'Online Co-Op': 797, 'Action': 791, 'Side Scroller': 786, 'Casual': 785, 'Local Multiplayer': 785, 'Singleplayer': 780, '2D Platformer': 780, 'Puzzle-Platformer': 767, 'Indie': 766, 'Puzzle': 762, 'Narration': 761}"
51,15589765,Moonlighter,"Edmund McMillen, Florian Himsl",Rockstar Games,,16725,7348,0,"1,000,000 .. 2,000,000",0,0,0,0,109,79,0,"English, Japanese, Traditional Chinese, French, Italian, German, Korean, Spanish - Spain, Simplified Chinese",Action,27,"{'Free to Play': 899, 'Co-op': 828, 'Escape Room': 811, 'Puzzle': 773, 'Multiplayer': 699, 'Horror': 698, 'Co-op Campaign': 638, 'Mystery': 630, 'Adventure': 611, 'Psychological Horror': 571, 'Online Co-Op': 544, 'Exploration': 512, 'First-Person': 456, 'Investigation': 455, 'Atmospheric': 453, 'Multiple Endings': 444, 'Indie': 435, 'Casual': 428, 'Dark': 287, 'Action-Adventure': 249}"
52,8145843,Into the Breach,Dry Cactus,"CAPCOM Co., Ltd.",,42127,7295,0,"2,000,000 .. 5,000,000",0,0,0,0,134,98,0,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Action, Adventure",35,"{'Management': 540, 'Difficult': 408, 'Simulation': 383, 'Story Rich': 359, 'Horror': 325, 'Psychological Horror': 325, 'Gore': 303, 'Indie': 298, 'Great Soundtrack': 290, 'Strategy': 262, 'Singleplayer': 260, '2D': 222, 'Cute': 209, 'Lovecraftian': 166, 'Anime': 155, 'Atmospheric': 134, 'RTS': 125, 'Rogue-like': 110, 'Rogue-lite': 105, 'Visual Novel': 73}"
53,12275447,Dead Rising 3 Apocalypse Edition,Day 1 Studios,Hi-Rez Studios,,222203,51474,0,"2,000,000 .. 5,000,000",0,0,0,0,2,2,0,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Arabic","Action, Adventure, Free to Play, Indie",37189,"{'Simulation': 3628, 'Funny': 2739, 'Comedy': 2299, 'Open World': 2151, 'Sandbox': 1891, 'Physics': 1810, 'Destruction': 1485, 'Casual': 1449, 'Indie': 1443, 'Action': 1150, 'Memes': 1010, 'Singleplayer': 992, 'Third Person': 677, 'Co-op': 519, 'Local Multiplayer': 474, 'Dark Humor': 462, '3D': 459, 'Cute': 450, 'Exploration': 449, 'Arcade': 443}"
54,12763687,Call of Duty 4: Modern Warfare (2007),"Firaxis Games, Aspyr (Mac), Aspyr (Linux)",2K,,1488,127,0,"1,000,000 .. 2,000,000",0,0,0,0,281,710,0,English,Action,42,"{'Action': 859, 'Multiplayer': 783, 'Shooter': 722, 'Classic': 712, 'Third-Person Shooter': 710, 'Sci-fi': 699, 'Space': 686, 'FPS': 629, 'First-Person': 487, 'Singleplayer': 438, 'Moddable': 378, 'Third Person': 366, 'Military': 355, 'Co-op': 271, 'Tactical': 258, 'Great Soundtrack': 248, 'Strategy': 241, 'Adventure': 199, 'Addictive': 172, 'Epic': 163}"
55,5331791,Stumble Guys,"One More Level, 3D Realms, Slipgate Ironworks™, All in! Games","Strategy Labs, PlayWay S.A., CreativeForge Games",,20574,15457,0,"2,000,000 .. 5,000,000",0,0,0,0,102,35,0,"English, Simplified Chinese, Spanish - Spain, Korean, Portuguese - Brazil, French, German, Traditional Chinese, Russian, Polish, Japanese, Turkish","Adventure, Free to Play, Indie",14869,"{'Early Access': 731, 'Open World': 664, 'Survival': 658, 'Base-Building': 601, 'Vampire': 589, 'Multiplayer': 581, 'Crafting': 573, 'PvP': 492, 'PvE': 491, 'Online Co-Op': 470, 'Building': 450, 'Hack and Slash': 434, 'Sandbox': 370, 'Exploration': 354, 'Massively Multiplayer': 337, 'Action': 325, 'Action-Adventure': 324, 'Singleplayer': 318, 'Dark Fantasy': 313, 'Adventure': 311}"
56,5058064,太吾绘卷 The Scroll Of Taiwu,Lo-Fi Games,Frictional Games,,84780,10709,0,"2,000,000 .. 5,000,000",0,0,0,0,1427,2341,0,"English, French, Italian, German, Spanish - Spain, Polish, Russian","Action, Adventure, Indie",13049,"{'Anime': 277, 'JRPG': 253, 'RPG': 251, 'Action RPG': 213, 'Singleplayer': 204, 'Open World': 192, 'Action': 188, 'Fantasy': 185, 'Story Rich': 173, 'Third Person': 148, 'Magic': 126, 'Combat': 116, 'Adventure': 114, 'Controller': 87, 'Romance': 83, 'Female Protagonist': 83, 'Character Customization': 72, 'Sexual Content': 61, 'Hack and Slash': 57, 'Multiplayer': 34}"
57,12510082,OMORI,Tactical Adventures,advocatus,,81561,32115,0,"2,000,000 .. 5,000,000",0,0,0,0,513,1260,90,"English, Korean, Simplified Chinese, French, German, Spanish - Spain, Arabic, Japanese, Polish, Portuguese - Portugal, Russian, Turkish, Thai, Italian, Portuguese - Brazil, Traditional Chinese, Ukrainian","Action, Adventure, Indie",2483,"{'Choices Matter': 1348, 'Story Rich': 1234, 'Multiple Endings': 1111, 'Cinematic': 903, 'Singleplayer': 720, 'Emotional': 650, 'Adventure': 538, 'Sci-fi': 512, 'Futuristic': 496, 'Robots': 485, 'Beautiful': 448, 'Great Soundtrack': 399, 'Atmospheric': 383, 'Third Person': 343, 'Dynamic Narration': 320, 'Replay Value': 292, 'Cyberpunk': 272, 'Narration': 244, 'Violent': 234, 'Female Protagonist': 228}"
58,13672792,EA SPORTS FIFA 23,"Insomniac Games, Nixxes Software",Fast Travel Games,,24623,5242,0,"5,000,000 .. 10,000,000",0,0,0,0,51,69,0,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Spanish - Latin America, Turkish, Traditional Chinese, Czech, Hungarian, Greek","Action, Casual, Indie",2272,"{'Action': 76, 'Arcade': 57, '2D Platformer': 44, '2D Fighter': 41, 'Side Scroller': 38, '2D': 33, 'Free to Play': 31, ""1990's"": 30, '3D': 29, '1980s': 29, 'Singleplayer': 24, 'Local Co-Op': 22, 'Local Multiplayer': 17, '4 Player Local': 14, 'Retro': 11}"
59,9352287,Robocraft,Bohemia Interactive,Sixense,,88778,9988,0,"5,000,000 .. 10,000,000",0,0,0,0,75,30,0,"English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Japanese, Korean, Traditional Chinese","Action, Free to Play, Indie",898,"{'Stealth': 2776, 'Open World': 2190, 'Action': 1901, 'Story Rich': 1837, 'Tactical': 1796, 'Cinematic': 1470, 'Great Soundtrack': 1388, 'Third Person': 1383, 'Singleplayer': 1173, 'Atmospheric': 1056, 'Adventure': 938, 'Horses': 919, 'Multiplayer': 892, 'Third-Person Shooter': 885, 'Shooter': 798, 'Replay Value': 786, 'Sandbox': 773, 'Dark': 636, 'Sci-fi': 570, 'Heist': 130}"
60,7509307,Enter the Gungeon,"Eidos Montreal, Feral Interactive (Linux), Feral Interactive (Mac)",RobTop Games,,47380,26490,0,"2,000,000 .. 5,000,000",0,0,0,0,1218,2440,36,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Arabic, Korean, Simplified Chinese, Traditional Chinese",Adventure,4759,"{'Action': 4546, 'Indie': 55, 'Simulation': 53, 'Sci-fi': 31, 'Flight': 31, 'Futuristic': 22, 'Free to Play': 15, 'Shooter': 11}"
61,3027848,Shadow of the Tomb Raider: Definitive Edition,"One More Level, 3D Realms, Slipgate Ironworks™, All in! Games",MOBITECH LLC,,8049,61,0,"1,000,000 .. 2,000,000",0,0,0,0,768,1072,0,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Korean","Action, Free to Play, Indie",12,"{'Horror': 3196, 'Online Co-Op': 2063, 'Multiplayer': 1889, 'Psychological Horror': 1526, 'Co-op': 1338, 'VR': 1175, 'Supernatural': 1129, 'First-Person': 1059, 'Investigation': 958, 'Dark': 772, 'Demons': 685, 'Mystery': 684, 'Detective': 678, 'Early Access': 497, '3D': 486, 'Thriller': 484, 'Indie': 441, 'Action': 379, 'Tactical': 358, 'Lovecraftian': 172}"
62,5030332,Panzar,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Little Orbit,,11937,657,0,"2,000,000 .. 5,000,000",0,0,0,0,2273,4830,0,"English, Russian, French, German, Spanish - Spain, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Free to Play",275,"{'Great Soundtrack': 2393, 'Action': 1646, 'Hack and Slash': 1646, 'Spectacle fighter': 1186, 'Swordplay': 1017, 'Character Action Game': 867, 'Third Person': 695, 'Singleplayer': 678, 'Fast-Paced': 553, 'Ninja': 551, 'Gore': 508, 'Cyberpunk': 450, 'Story Rich': 423, 'Difficult': 403, 'Sci-fi': 397, 'Replay Value': 372, 'Mechs': 353, 'Adventure': 294, ""Beat 'em up"": 283, 'Stealth': 248}"
63,8301850,Just Cause 3,Siege Camp,Amistech Games,,191359,21561,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,"English, French, German, Italian, Spanish - Spain","Simulation, Strategy",3900,"{'Puzzle': 493, 'Casual': 416, 'Adventure': 389, 'Sandbox': 363, 'Family Friendly': 362, 'Singleplayer': 343, '2D': 285, 'Funny': 233, 'Open World': 192, 'Comedy': 191, 'Cute': 164, 'Education': 145, 'Strategy': 140, 'Fantasy': 126, 'Moddable': 112, 'Platformer': 89, 'Replay Value': 72, 'Multiplayer': 68, 'Action': 66, 'Indie': 64}"
64,6152132,Steep,Paul Fisch,Coffee Stain Publishing,,2355,5,0,"1,000,000 .. 2,000,000",0,0,0,0,3098,6349,0,"English, German, French, Italian, Korean, Spanish - Spain, Traditional Chinese, Russian, Polish, Dutch, Czech, Portuguese - Brazil, Arabic",Action,0,"{'FPS': 159, 'Action': 150, 'Singleplayer': 133, 'Story Rich': 124, 'Atmospheric': 112, 'Horror': 110, 'Shooter': 105, 'First-Person': 104, 'Dystopian ': 96, 'Sci-fi': 95, 'RPG': 94, 'Steampunk': 80, 'Underwater': 75, 'Adventure': 75, 'Dark': 59, 'Great Soundtrack': 47, 'Alternate History': 39, 'Immersive Sim': 32, 'Multiplayer': 29, 'Remake': 28}"
65,6278438,South Park: The Fractured But Whole,Bandai Namco Studios Inc.,Focus Entertainment,,87381,14598,0,"2,000,000 .. 5,000,000",0,0,0,0,906,1084,0,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish",Strategy,25,"{'Rogue-lite': 332, 'Pixel Graphics': 315, 'Action Roguelike': 314, 'RPG': 308, 'Multiplayer': 301, 'Action': 270, 'Indie': 267, 'Rogue-like': 263, 'Co-op': 234, 'Adventure': 196, 'Local Co-Op': 160, 'Funny': 156, 'Online Co-Op': 142, 'Stealth': 140, 'Great Soundtrack': 125, '2D': 121, 'Procedural Generation': 116, 'Gore': 95, 'Violent': 94, 'Early Access': 87}"
66,4047472,South Park: The Stick of Truth,Larian Studios,Zeboyd Digital Entertainment LLC,,21400,5945,0,"20,000,000 .. 50,000,000",0,0,0,0,356,412,0,English,"Action, RPG",34,"{'Free to Play': 313, 'Massively Multiplayer': 202, 'Hack and Slash': 202, 'Action': 198, 'RPG': 190, 'MMORPG': 187, 'Character Customization': 132, 'Nudity': 122, 'Adventure': 98, 'Third Person': 83, 'Multiplayer': 82, 'Co-op': 79, 'Action RPG': 71, 'Fantasy': 61, 'PvP': 54, 'Open World': 46, 'Fast-Paced': 39, 'Singleplayer': 39, 'Violent': 39, 'Gore': 37}"
67,12596006,New World,Daniel Mullins Games,Eleventh Hour Games,,14560,3428,0,"1,000,000 .. 2,000,000",0,0,0,0,41,33,0,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Spanish - Latin America","Action, Adventure, Indie",989,"{'Great Soundtrack': 3539, 'FPS': 3421, 'Classic': 3224, 'Multiplayer': 3147, 'Sci-fi': 2940, 'Story Rich': 2938, 'Co-op': 2711, 'First-Person': 2556, 'Epic': 2462, 'Action': 2432, 'Shooter': 2425, 'Singleplayer': 2286, 'Aliens': 2266, 'Lore-Rich': 2244, 'Beautiful': 2126, 'Space': 2084, 'Atmospheric': 1977, 'Adventure': 1634, 'Horror': 757, 'Online Co-Op': 360}"
68,8929024,Realm of the Mad God Exalt,Crate Entertainment,"2K, Aspyr (Mac)",,29181,3916,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain","Action, Indie",3,"{'Free to Play': 1888, 'MMORPG': 1182, 'RPG': 968, 'Massively Multiplayer': 901, 'Adventure': 700, 'Multiplayer': 648, 'Fantasy': 596, 'Action': 591, 'Open World': 523, 'Character Customization': 418, 'Co-op': 327, 'Dungeons & Dragons': 326, 'PvP': 274, 'Dragons': 271, 'Action RPG': 223, 'PvE': 215, 'Third Person': 214, 'Hack and Slash': 148, 'Atmospheric': 145, 'Zombies': 128}"
69,6853563,Space Pilgrim Episode I: Alpha Centauri,Sports Interactive,MOVE ON USA CO.,,45226,6961,0,"1,000,000 .. 2,000,000",0,0,0,0,37,26,0,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Italian","Adventure, Indie, Simulation, Strategy, Early Access",185,"{'World War II': 1234, 'FPS': 1039, 'Multiplayer': 930, 'Zombies': 920, 'Singleplayer': 919, 'War': 913, 'Action': 882, 'Shooter': 874, 'First-Person': 768, 'Co-op': 520, 'Violent': 442, 'Historical': 374, 'Gore': 372, 'Story Rich': 221, 'Horror': 148, 'Psychological Horror': 145, 'Massively Multiplayer': 137, 'Female Protagonist': 128, 'Open World': 126, 'Heist': 65}"
70,8123060,Deep Rock Galactic,"Gravity, Inc.",Muse Games,,4925,1146,0,"1,000,000 .. 2,000,000",0,0,0,0,12,10,0,"English, French, Italian, German, Spanish - Spain, Japanese","Action, Casual, Indie, Simulation",6149,"{'Co-op': 2640, 'Multiplayer': 2468, 'Action': 2267, 'Open World': 1795, 'RPG': 1647, 'Third Person': 1349, 'Character Customization': 1313, 'Adventure': 1168, 'Fantasy': 1112, 'Difficult': 993, 'Singleplayer': 985, 'Action RPG': 972, 'Exploration': 838, 'Great Soundtrack': 750, 'Replay Value': 727, 'Atmospheric': 588, 'Hack and Slash': 541, 'JRPG': 512, 'Souls-like': 348, 'MMORPG': 306}"
71,14724976,Tricolour Lovestory,MachineGames,Rebellion,,84838,26377,0,"2,000,000 .. 5,000,000",0,0,0,0,28,67,0,"English, German, Spanish - Spain, Finnish, Norwegian, French, Portuguese - Portugal, Russian, Italian, Czech, Danish, Dutch, Hungarian, Korean, Polish, Romanian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Greek, Japanese, Portuguese - Brazil, Spanish - Latin America, Vietnamese, Croatian, Georgian, Indonesian, Lithuanian","Action, Adventure, Indie, RPG",226,"{'Souls-like': 788, 'Anime': 707, 'Character Customization': 688, 'Action RPG': 574, 'JRPG': 553, 'Co-op': 549, 'Third Person': 512, 'Action': 502, 'Singleplayer': 497, 'Difficult': 490, 'RPG': 486, 'Vampire': 472, 'Multiplayer': 278, 'Dark Fantasy': 269, 'Post-apocalyptic': 251, 'Online Co-Op': 248, 'Hack and Slash': 231, 'Violent': 197, 'Adventure': 189, 'Gore': 167}"
